,Unnamed: 0,Text,Sentiment
660,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed 
661,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed 
662,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed 
663,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy 
664,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement 
665,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous 
666,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement 
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy 
668,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed 
669,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed 
670,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy 
671,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement 
672,676,Creating a secret handshake with friends. Friendship level: Expert! , Joy 
673,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement 
674,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy 
675,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed 
676,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement 
677,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy 
678,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement 
679,683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy 
680,684,Experimenting with a new hair color. A bold change for a bold semester! , Excitement 
681,685,Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy 
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed 
683,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement 
684,688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad 
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate 
686,690,Had a bad day at school. Everything seems to be going wrong. , Bad 
687,691,Feeling down after not making the sports team. Disappointment lingers. , Sad 
688,692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate 
689,693,Received a not-so-great grade on a major project. Academic frustration setting in. , Bad 
690,694,Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad 
691,695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad 
692,696,Experiencing cyberbullying. Hateful messages online are disheartening. , Hate 
693,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad 
694,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad 
695,699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate 
696,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad 
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad 
698,702,Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad 
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate 
700,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad 
701,705,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad 
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate 
703,707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad 
704,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad 
705,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral 
706,710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral 
707,711,Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral 
708,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral 
709,713,Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral 
710,714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral 
711,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral 
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral 
713,717,Exploring a new hobby of photography during free time. Capturing moments through a lens. , Neutral 
714,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. , Neutral 
715,719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. , Neutral 
716,720,Volunteering at a local charity event to give back to the community. Contributing to social causes. , Neutral 
717,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. , Neutral 
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. , Neutral 
719,723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! , Happy 
720,724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! , Happy 
721,725,Attending a school talent show to support classmates. Applauding the diverse talents on display! , Happy 
722,726,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ", Happy 
723,727,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! , Happy 
724,728,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! , Happy 
725,729,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! , Happy 
726,730,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! , Happy 
727,731,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! , Happy 
728,732,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! , Happy 
729,733,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ", Happy 
730,734,Successfully fundraising for a school charity initiative. The joy of giving back to the community! , Happy 
731,735,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ", Happy 
732,736,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ", Happy 
